labor_category_code,labor_category_description,zipcode,city,state,labor_item,labor_item_description,unit_permit_fee,omni_item_id,provider,vbu_number,created_by,created_timestamp,updated_by,updated_timestamp,old_price,county,municipality,est_permit_obtain_days
6,APPL - DISHWASHERS,01001,AGAWAM,MA,161646,Permit and Processing Fee - Dish,30,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01001,AGAWAM,MA,133415,Permit and Processing Fee - NG,30,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
62,APPL - LP GAS,01001,AGAWAM,MA,133425,Permit and Processing Fee - LP,30,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
3,APPL - ELEC COOKING (INLC TRASH COMP),01001,AGAWAM,MA,227808,Permit and Processing Fee - Ecook,30,5014818701,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01001,AGAWAM,MA,806280,Permit Fee - Dishwasher,30,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,4
398,APPL - PREMIUM,01001,AGAWAM,MA,7513735,Permit Fee - Gas,30,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01001,AGAWAM,MA,7513734,Permit Fee- Elec Walloven and CT,30,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
6,APPL - DISHWASHERS,01002,AMHERST,MA,161646,Permit and Processing Fee - Dish,75,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01002,AMHERST,MA,133415,Permit and Processing Fee - NG,45,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
62,APPL - LP GAS,01002,AMHERST,MA,133425,Permit and Processing Fee - LP,45,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
3,APPL - ELEC COOKING (INLC TRASH COMP),01002,AMHERST,MA,227808,Permit and Processing Fee - Ecook,75,5014818701,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,7
398,APPL - PREMIUM,01002,AMHERST,MA,806280,Permit Fee - Dishwasher,75,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,4
398,APPL - PREMIUM,01002,AMHERST,MA,7513735,Permit Fee - Gas,45,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,3
398,APPL - PREMIUM,01002,AMHERST,MA,7513734,Permit Fee- Elec Walloven and CT,75,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,7
6,APPL - DISHWASHERS,01005,BARRE,MA,161646,Permit and Processing Fee - Dish,105,5014818737,CRST HOME SOLUTIONS,86557,,,,,,WORCESTER,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01005,BARRE,MA,133415,Permit and Processing Fee - NG,105,5014818591,CRST HOME SOLUTIONS,86557,,,,,,WORCESTER,DUMMY_VALUE,5
62,APPL - LP GAS,01005,BARRE,MA,133425,Permit and Processing Fee - LP,105,5014818715,CRST HOME SOLUTIONS,86557,,,,,,WORCESTER,DUMMY_VALUE,5
3,APPL - ELEC COOKING (INLC TRASH COMP),01005,BARRE,MA,227808,Permit and Processing Fee - Ecook,52.5,5014818701,CRST HOME SOLUTIONS,86557,,,,,,WORCESTER,DUMMY_VALUE,6
398,APPL - PREMIUM,01005,BARRE,MA,806280,Permit Fee - Dishwasher,105,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,WORCESTER,DUMMY_VALUE,4
398,APPL - PREMIUM,01005,BARRE,MA,7513735,Permit Fee - Gas,105,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,WORCESTER,DUMMY_VALUE,5
398,APPL - PREMIUM,01005,BARRE,MA,7513734,Permit Fee- Elec Walloven and CT,52.5,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,WORCESTER,DUMMY_VALUE,6
6,APPL - DISHWASHERS,01010,BRIMFIELD,MA,161646,Permit and Processing Fee - Dish,50,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01010,BRIMFIELD,MA,133415,Permit and Processing Fee - NG,50,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
62,APPL - LP GAS,01010,BRIMFIELD,MA,133425,Permit and Processing Fee - LP,50,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
3,APPL - ELEC COOKING (INLC TRASH COMP),01010,BRIMFIELD,MA,227808,Permit and Processing Fee - Ecook,21,5014818701,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01010,BRIMFIELD,MA,806280,Permit Fee - Dishwasher,50,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,4
398,APPL - PREMIUM,01010,BRIMFIELD,MA,7513735,Permit Fee - Gas,50,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01010,BRIMFIELD,MA,7513734,Permit Fee- Elec Walloven and CT,21,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
4,APPL - NATURAL GAS,01012,CHESTERFIELD,MA,133415,Permit and Processing Fee - NG,35,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
62,APPL - LP GAS,01012,CHESTERFIELD,MA,133425,Permit and Processing Fee - LP,35,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
398,APPL - PREMIUM,01012,CHESTERFIELD,MA,7513735,Permit Fee - Gas,35,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,3
6,APPL - DISHWASHERS,01013,CHICOPEE,MA,161646,Permit and Processing Fee - Dish,45,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01013,CHICOPEE,MA,133415,Permit and Processing Fee - NG,45,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
62,APPL - LP GAS,01013,CHICOPEE,MA,133425,Permit and Processing Fee - LP,45,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01013,CHICOPEE,MA,806280,Permit Fee - Dishwasher,45,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,4
398,APPL - PREMIUM,01013,CHICOPEE,MA,7513735,Permit Fee - Gas,45,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
6,APPL - DISHWASHERS,01020,CHICOPEE,MA,161646,Permit and Processing Fee - Dish,45,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01020,CHICOPEE,MA,133415,Permit and Processing Fee - NG,45,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
62,APPL - LP GAS,01020,CHICOPEE,MA,133425,Permit and Processing Fee - LP,45,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01020,CHICOPEE,MA,806280,Permit Fee - Dishwasher,45,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,4
398,APPL - PREMIUM,01020,CHICOPEE,MA,7513735,Permit Fee - Gas,45,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
6,APPL - DISHWASHERS,01022,CHICOPEE,MA,161646,Permit and Processing Fee - Dish,45,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01022,CHICOPEE,MA,133415,Permit and Processing Fee - NG,45,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
62,APPL - LP GAS,01022,CHICOPEE,MA,133425,Permit and Processing Fee - LP,45,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01022,CHICOPEE,MA,806280,Permit Fee - Dishwasher,45,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,4
398,APPL - PREMIUM,01022,CHICOPEE,MA,7513735,Permit Fee - Gas,45,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
6,APPL - DISHWASHERS,01027,EASTHAMPTON,MA,161646,Permit and Processing Fee - Dish,65,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01027,EASTHAMPTON,MA,133415,Permit and Processing Fee - NG,45,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
62,APPL - LP GAS,01027,EASTHAMPTON,MA,133425,Permit and Processing Fee - LP,45,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
398,APPL - PREMIUM,01027,EASTHAMPTON,MA,806280,Permit Fee - Dishwasher,65,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,4
398,APPL - PREMIUM,01027,EASTHAMPTON,MA,7513735,Permit Fee - Gas,45,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,3
6,APPL - DISHWASHERS,01028,EAST LONGMEADOW,MA,161646,Permit and Processing Fee - Dish,83,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01028,EAST LONGMEADOW,MA,133415,Permit and Processing Fee - NG,83,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
62,APPL - LP GAS,01028,EAST LONGMEADOW,MA,133425,Permit and Processing Fee - LP,83,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
3,APPL - ELEC COOKING (INLC TRASH COMP),01028,EAST LONGMEADOW,MA,227808,Permit and Processing Fee - Ecook,50,5014818701,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01028,EAST LONGMEADOW,MA,806280,Permit Fee - Dishwasher,83,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,4
398,APPL - PREMIUM,01028,EAST LONGMEADOW,MA,7513735,Permit Fee - Gas,83,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01028,EAST LONGMEADOW,MA,7513734,Permit Fee- Elec Walloven and CT,50,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
6,APPL - DISHWASHERS,01030,FEEDING HILLS,MA,161646,Permit and Processing Fee - Dish,30,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01030,FEEDING HILLS,MA,133415,Permit and Processing Fee - NG,30,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
62,APPL - LP GAS,01030,FEEDING HILLS,MA,133425,Permit and Processing Fee - LP,30,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
3,APPL - ELEC COOKING (INLC TRASH COMP),01030,FEEDING HILLS,MA,227808,Permit and Processing Fee - Ecook,30,5014818701,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01030,FEEDING HILLS,MA,806280,Permit Fee - Dishwasher,30,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,4
398,APPL - PREMIUM,01030,FEEDING HILLS,MA,7513735,Permit Fee - Gas,30,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01030,FEEDING HILLS,MA,7513734,Permit Fee- Elec Walloven and CT,30,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
6,APPL - DISHWASHERS,01031,GILBERTVILLE,MA,161646,Permit and Processing Fee - Dish,50,5014818737,CRST HOME SOLUTIONS,86557,,,,,,WORCESTER,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01031,GILBERTVILLE,MA,133415,Permit and Processing Fee - NG,40,5014818591,CRST HOME SOLUTIONS,86557,,,,,,WORCESTER,DUMMY_VALUE,5
62,APPL - LP GAS,01031,GILBERTVILLE,MA,133425,Permit and Processing Fee - LP,40,5014818715,CRST HOME SOLUTIONS,86557,,,,,,WORCESTER,DUMMY_VALUE,5
3,APPL - ELEC COOKING (INLC TRASH COMP),01031,GILBERTVILLE,MA,227808,Permit and Processing Fee - Ecook,30,5014818701,CRST HOME SOLUTIONS,86557,,,,,,WORCESTER,DUMMY_VALUE,6
398,APPL - PREMIUM,01031,GILBERTVILLE,MA,806280,Permit Fee - Dishwasher,50,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,WORCESTER,DUMMY_VALUE,4
398,APPL - PREMIUM,01031,GILBERTVILLE,MA,7513735,Permit Fee - Gas,40,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,WORCESTER,DUMMY_VALUE,5
398,APPL - PREMIUM,01031,GILBERTVILLE,MA,7513734,Permit Fee- Elec Walloven and CT,30,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,WORCESTER,DUMMY_VALUE,6
6,APPL - DISHWASHERS,01032,GOSHEN,MA,161646,Permit and Processing Fee - Dish,50,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01032,GOSHEN,MA,133415,Permit and Processing Fee - NG,30,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
62,APPL - LP GAS,01032,GOSHEN,MA,133425,Permit and Processing Fee - LP,30,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
398,APPL - PREMIUM,01032,GOSHEN,MA,806280,Permit Fee - Dishwasher,50,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,4
398,APPL - PREMIUM,01032,GOSHEN,MA,7513735,Permit Fee - Gas,30,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,3
6,APPL - DISHWASHERS,01033,GRANBY,MA,161646,Permit and Processing Fee - Dish,50,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01033,GRANBY,MA,133415,Permit and Processing Fee - NG,90,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
62,APPL - LP GAS,01033,GRANBY,MA,133425,Permit and Processing Fee - LP,90,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
3,APPL - ELEC COOKING (INLC TRASH COMP),01033,GRANBY,MA,227808,Permit and Processing Fee - Ecook,50,5014818701,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,7
398,APPL - PREMIUM,01033,GRANBY,MA,806280,Permit Fee - Dishwasher,50,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,4
398,APPL - PREMIUM,01033,GRANBY,MA,7513735,Permit Fee - Gas,90,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,3
398,APPL - PREMIUM,01033,GRANBY,MA,7513734,Permit Fee- Elec Walloven and CT,50,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,7
6,APPL - DISHWASHERS,01035,HADLEY,MA,161646,Permit and Processing Fee - Dish,45,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01035,HADLEY,MA,133415,Permit and Processing Fee - NG,45,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
62,APPL - LP GAS,01035,HADLEY,MA,133425,Permit and Processing Fee - LP,45,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
3,APPL - ELEC COOKING (INLC TRASH COMP),01035,HADLEY,MA,227808,Permit and Processing Fee - Ecook,40,5014818701,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,7
398,APPL - PREMIUM,01035,HADLEY,MA,806280,Permit Fee - Dishwasher,45,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,4
398,APPL - PREMIUM,01035,HADLEY,MA,7513735,Permit Fee - Gas,45,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,3
398,APPL - PREMIUM,01035,HADLEY,MA,7513734,Permit Fee- Elec Walloven and CT,40,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,7
6,APPL - DISHWASHERS,01036,HAMPDEN,MA,161646,Permit and Processing Fee - Dish,60,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01036,HAMPDEN,MA,133415,Permit and Processing Fee - NG,60,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
62,APPL - LP GAS,01036,HAMPDEN,MA,133425,Permit and Processing Fee - LP,60,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
3,APPL - ELEC COOKING (INLC TRASH COMP),01036,HAMPDEN,MA,227808,Permit and Processing Fee - Ecook,40,5014818701,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01036,HAMPDEN,MA,806280,Permit Fee - Dishwasher,60,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,4
398,APPL - PREMIUM,01036,HAMPDEN,MA,7513735,Permit Fee - Gas,60,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01036,HAMPDEN,MA,7513734,Permit Fee- Elec Walloven and CT,40,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
6,APPL - DISHWASHERS,01038,HATFIELD,MA,161646,Permit and Processing Fee - Dish,50,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01038,HATFIELD,MA,133415,Permit and Processing Fee - NG,65,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
62,APPL - LP GAS,01038,HATFIELD,MA,133425,Permit and Processing Fee - LP,65,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
3,APPL - ELEC COOKING (INLC TRASH COMP),01038,HATFIELD,MA,227808,Permit and Processing Fee - Ecook,50,5014818701,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,7
398,APPL - PREMIUM,01038,HATFIELD,MA,806280,Permit Fee - Dishwasher,50,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,4
398,APPL - PREMIUM,01038,HATFIELD,MA,7513735,Permit Fee - Gas,65,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,3
398,APPL - PREMIUM,01038,HATFIELD,MA,7513734,Permit Fee- Elec Walloven and CT,50,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,7
6,APPL - DISHWASHERS,01039,HAYDENVILLE,MA,161646,Permit and Processing Fee - Dish,32,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01039,HAYDENVILLE,MA,133415,Permit and Processing Fee - NG,15,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
62,APPL - LP GAS,01039,HAYDENVILLE,MA,133425,Permit and Processing Fee - LP,15,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
3,APPL - ELEC COOKING (INLC TRASH COMP),01039,HAYDENVILLE,MA,227808,Permit and Processing Fee - Ecook,55,5014818701,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,7
398,APPL - PREMIUM,01039,HAYDENVILLE,MA,806280,Permit Fee - Dishwasher,32,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,4
398,APPL - PREMIUM,01039,HAYDENVILLE,MA,7513735,Permit Fee - Gas,15,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,3
398,APPL - PREMIUM,01039,HAYDENVILLE,MA,7513734,Permit Fee- Elec Walloven and CT,55,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,7
6,APPL - DISHWASHERS,01040,HOLYOKE,MA,161646,Permit and Processing Fee - Dish,50,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01040,HOLYOKE,MA,133415,Permit and Processing Fee - NG,56,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
62,APPL - LP GAS,01040,HOLYOKE,MA,133425,Permit and Processing Fee - LP,56,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
3,APPL - ELEC COOKING (INLC TRASH COMP),01040,HOLYOKE,MA,227808,Permit and Processing Fee - Ecook,50,5014818701,CRST HOME SOLUTIONS,86557,,,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01040,HOLYOKE,MA,806280,Permit Fee - Dishwasher,50,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,4
398,APPL - PREMIUM,01040,HOLYOKE,MA,7513735,Permit Fee - Gas,56,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
398,APPL - PREMIUM,01040,HOLYOKE,MA,7513734,Permit Fee- Elec Walloven and CT,50,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPDEN,DUMMY_VALUE,2
4,APPL - NATURAL GAS,01050,HUNTINGTON,MA,133415,Permit and Processing Fee - NG,65,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
62,APPL - LP GAS,01050,HUNTINGTON,MA,133425,Permit and Processing Fee - LP,65,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
398,APPL - PREMIUM,01050,HUNTINGTON,MA,7513735,Permit Fee - Gas,65,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,3
6,APPL - DISHWASHERS,01053,LEEDS,MA,161646,Permit and Processing Fee - Dish,50,5014818737,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01053,LEEDS,MA,133415,Permit and Processing Fee - NG,45,5014818591,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
62,APPL - LP GAS,01053,LEEDS,MA,133425,Permit and Processing Fee - LP,45,5014818715,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,3
3,APPL - ELEC COOKING (INLC TRASH COMP),01053,LEEDS,MA,227808,Permit and Processing Fee - Ecook,35,5014818701,CRST HOME SOLUTIONS,86557,,,,,,HAMPSHIRE,DUMMY_VALUE,7
398,APPL - PREMIUM,01053,LEEDS,MA,806280,Permit Fee - Dishwasher,50,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,4
398,APPL - PREMIUM,01053,LEEDS,MA,7513735,Permit Fee - Gas,45,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,3
398,APPL - PREMIUM,01053,LEEDS,MA,7513734,Permit Fee- Elec Walloven and CT,35,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,HAMPSHIRE,DUMMY_VALUE,7
6,APPL - DISHWASHERS,01054,LEVERETT,MA,161646,Permit and Processing Fee - Dish,75,5014818737,CRST HOME SOLUTIONS,86557,,,,,,FRANKLIN,DUMMY_VALUE,4
4,APPL - NATURAL GAS,01054,LEVERETT,MA,133415,Permit and Processing Fee - NG,75,5014818591,CRST HOME SOLUTIONS,86557,,,,,,FRANKLIN,DUMMY_VALUE,1
62,APPL - LP GAS,01054,LEVERETT,MA,133425,Permit and Processing Fee - LP,75,5014818715,CRST HOME SOLUTIONS,86557,,,,,,FRANKLIN,DUMMY_VALUE,1
3,APPL - ELEC COOKING (INLC TRASH COMP),01054,LEVERETT,MA,227808,Permit and Processing Fee - Ecook,50,5014818701,CRST HOME SOLUTIONS,86557,,,,,,FRANKLIN,DUMMY_VALUE,6
398,APPL - PREMIUM,01054,LEVERETT,MA,806280,Permit Fee - Dishwasher,75,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,FRANKLIN,DUMMY_VALUE,4
398,APPL - PREMIUM,01054,LEVERETT,MA,7513735,Permit Fee - Gas,75,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,FRANKLIN,DUMMY_VALUE,1
